"type","code","score","sportsmen_count","equipment","description","image"
"power","AHP7","0.2","1","Кольцо","Руки прямые Ноги прямые Плечи развернуты от кольца Плечи на одной линии","https://admin.wafed.org/storage/elements/18976/image.webp"
"power","ASP16","0.2","1","Полотно","Прямой хват руками руки прямые Опорная нога параллельна полу","https://admin.wafed.org/storage/elements/19353/image.webp"
"power","AHP8","0.2","1","Кольцо","Стопы сокращены Руки не на снаряде Корпус выведен вниз","https://admin.wafed.org/storage/elements/18977/image.webp"
"power","ASP17","0.4","1","Полотно","Руки не на снаряде Рука не удерживают ногу Ноги скрещены  Возможно выполнять на разделенных/собранных полотнах","https://admin.wafed.org/storage/elements/19354/image.webp"
"power","AHP9","0.2","1","Кольцо","Выведение кольца вперед Руки прямые Свободная нога не на снаряде","https://admin.wafed.org/storage/elements/18978/image.webp"
"power","ASP18","0.4","1","Полотно","Продольная шпагатная линия менее 180 градусов Удержание полотна под бедром Удержание одноименной ноги на участке от колена до щиколотки","https://admin.wafed.org/storage/elements/19355/image.webp"
"power","AHP10","0.2","1","Кольцо","Вис на бедре Корпус перпендикулярно полу Руки не на снаряде","https://admin.wafed.org/storage/elements/18979/image.webp"
"power","ASP19","0.4","1","Полотно","Удержание рукой петли Упор ногами в хвост полотен Линия корпуса и ног диагонально полу Руки прямые","https://admin.wafed.org/storage/elements/19356/image.webp"
"power","AHP11","0.2","1","Кольцо","Ноги прямые Руки прямые В положении виса Максимальное раскрытие ног","https://admin.wafed.org/storage/elements/18980/image.webp"
"power","ASP20","0.4","1","Полотно","Одинарная спиральная намотка на нижней руке верхняя рука не на снаряде Прогиб корпуса","https://admin.wafed.org/storage/elements/19357/image.webp"
"power","AHP12","0.2","1","Кольцо","Стопы сокращены Руки не на снаряде Удержание кольца бедрами","https://admin.wafed.org/storage/elements/18981/image.webp"
"power","ASP21","0.4","1","Полотно","Прогиб в корпусе Нижняя рука прямая в спиральной намотке Вторая рука не на снаряде Возможно выполнять на разделенных/собранных полотнах","https://admin.wafed.org/storage/elements/19358/image.webp"
"power","AHP13","0.2","1","Кольцо","Руки прямые Ноги прямые вместе  Прогиб в спине","https://admin.wafed.org/storage/elements/18982/image.webp"
"power","ASP22","0.4","1","Полотно","Удержание полотен под бёдрами Поперечный шпагат 180 градусов и более Спина прямая","https://admin.wafed.org/storage/elements/19359/image.webp"
"power","AHP14","0.2","1","Кольцо","Вис на локтевом и коленном сгибе Удержание прямой  разноименной ноги            Вторая рука не на снаряде","https://admin.wafed.org/storage/elements/18983/image.webp"
"power","ASP23","0.4","1","Полотно","Продольный шпагат 180 градусов и более Одноименная нога на предплечье","https://admin.wafed.org/storage/elements/19360/image.webp"
"power","AHP15","0.2","1","Кольцо","Опорная рука прямая Вис на подмышечной впадине Ноги опущены вниз  Ноги рядом","https://admin.wafed.org/storage/elements/18984/image.webp"
"power","ASP24","0.4","1","Полотно","Ноги вместе Полотно проходит между ног Руки не на снаряде Линия ног и корпуса параллельна полу","https://admin.wafed.org/storage/elements/19361/image.webp"
"power","AHP16","0.2","1","Кольцо","Одна нога на кольце Задняя нога прямая Руки прямые Прогиб в спине","https://admin.wafed.org/storage/elements/18985/image.webp"
"power","ASP25","0.4","1","Полотно","Рука удерживающая полотно, прямая Ноги прямые Линия ног перпендикулярно полу Удержание одноименной ноги","https://admin.wafed.org/storage/elements/19362/image.webp"
"power","AHP17","0.2","1","Кольцо","Удержание ноги двумя руками Ноги прямые Продольная шпагатная линия менее 180 градусов","https://admin.wafed.org/storage/elements/18986/image.webp"
"power","ASP26","0.4","1","Полотно","Скрещенные на животе полотна Линия корпуса и ног параллельна полу","https://admin.wafed.org/storage/elements/19363/image.webp"
"power","AHP18","0.2","1","Кольцо","Вис на подмышечных впадинах Руки прямые Ноги прямые Максимальное раскрытие ног Удержание ноги за щиколотку","https://admin.wafed.org/storage/elements/18987/image.webp"
"power","ASP27","0.4","1","Полотно","Ноги вместе Нижняя рука не на снаряде Допускается отклонение ног не больше угла в 45 градусов от параллели полу  Возможно выполнять на разделенных/собранных полотнах","https://admin.wafed.org/storage/elements/19364/image.webp"
"power","AHP19","0.4","1","Кольцо","Ноги прямые Опорная рука прямая Вторая рука не на снаряде Упор ногой в кольцо","https://admin.wafed.org/storage/elements/18988/image.webp"
"power","ASP28","0.4","1","Полотно","Вис на локтевом сгибе Продольный шпагат 180 градусов и более Удержание ноги за щиколотку Возможно выполнять на разделенных/собранных полотнах","https://admin.wafed.org/storage/elements/19365/image.webp"
"power","AHP20","0.4","1","Кольцо","Ноги прямые Стопы натянуты Руки не на снаряде","https://admin.wafed.org/storage/elements/18989/image.webp"
"power","ASP29","0.4","1","Полотно","Одноименная с ногой рука удерживает полотно Вторая рука не на снаряде","https://admin.wafed.org/storage/elements/19366/image.webp"
"power","AHP21","0.4","1","Кольцо","Удержание ноги противоположной рукой за головой.                       Прямая линия ног                    Ноги прямые","https://admin.wafed.org/storage/elements/19717/01JSKQXTEHN4CNMTP10VZMXK1W.png"
"power","ASP30","0.4","1","Полотно","Полотно проходит за спиной Руки прямые Ноги параллельно полу Нижняя рука в спиральной намотке  Возможно выполнять на разделенных/собранных полотнах","https://admin.wafed.org/storage/elements/19367/image.webp"
"power","AHP22","0.4","1","Кольцо","Удержание  разноименной ноги Продольная шпагатная линия менее 180 градусов Ноги прямые Удержание на участке от колена до щиколотки","https://admin.wafed.org/storage/elements/18990/image.webp"
"power","ASP31","0.4","1","Полотно","Руки прямые Без намотки на стопы Колени согнуты","https://admin.wafed.org/storage/elements/19368/image.webp"
"power","AHP23","0.4","1","Кольцо","Вис на подмышке Угол между ногами более 90 градусов Ноги прямые","https://admin.wafed.org/storage/elements/18991/image.webp"
"power","ASP32","0.4","1","Полотно","Руки прямые Хват без дополнительных намоток Продольная шпагатная линия менее 180 градусов","https://admin.wafed.org/storage/elements/19369/image.webp"
"power","AHP24","0.4","1","Кольцо","Удержание боковой дуги прямым хватом Опорная нога прямая Вторая  нога не на снаряде Руки прямые","https://admin.wafed.org/storage/elements/18992/image.webp"
"power","ASP33","0.4","1","Полотно","Линия бёдер, корпуса, Ног перпендикулярно полу","https://admin.wafed.org/storage/elements/19370/image.webp"
"power","AHP25","0.4","1","Кольцо","Обратный хват Продольная шпагатная линия от колена до стопы 180 градусов и более Опорная нога прямая Удержание одноименной ноги","https://admin.wafed.org/storage/elements/18993/image.webp"
"power","ASP34","0.4","1","Полотно","Полотно проходит под одной подмышкой Руки прямые Полотно проходит между ног","https://admin.wafed.org/storage/elements/19371/image.webp"
"power","AHP26","0.4","1","Кольцо","Две ноги на кольце Ноги прямые Руки прямые Прогиб в спине","https://admin.wafed.org/storage/elements/18994/image.webp"
"power","ASP35","0.4","1","Полотно","Ноги вместе перпендикулярно полу Руки прямые Без дополнительных фиксация прямой хват Свободная рука не на снаряде","https://admin.wafed.org/storage/elements/19372/image.webp"
"power","AHP27","0.4","1","Кольцо","Удержание одноименной ноги Удержание за щиколотку  Прямая рука удерживает прямую ногу  Затяжка через бок  Без проворота плеч","https://admin.wafed.org/storage/elements/18995/image.webp"
"power","ASP36","0.4","1","Полотно","Вис без дополнительных фиксаций прямой хват Продольный шпагат 180 и более","https://admin.wafed.org/storage/elements/19373/image.webp"
"power","AHP28","0.4","1","Кольцо","Удержание ноги двумя руками Ноги прямые Продольный шпагат 180 градусов и более","https://admin.wafed.org/storage/elements/18996/image.webp"
"power","ASP37","0.6","1","Полотно","Руки прямые Продольная шпагатная линия Удержание одноименной ноги за щиколотку Без дополнительных намоток","https://admin.wafed.org/storage/elements/19374/image.webp"
"power","AHP29","0.4","1","Кольцо","Две руки на снаряде Ноги прямые Ноги вместе                                                            Допускается отклонение  линии ног не более чем на 45 градусов от параллели полу","https://admin.wafed.org/storage/elements/18997/image.webp"
"power","ASP38","0.6","1","Полотно","Продольной шпагат 180 градусов и более Нижняя рука без дополнительных намоток Руки прямые","https://admin.wafed.org/storage/elements/19375/image.webp"
"power","AHP30","0.4","1","Кольцо","Продольный шпагат 180 градусов и более Ноги прямые Прогиб в спине","https://admin.wafed.org/storage/elements/18998/image.webp"
"power","ASP39","0.6","1","Полотно","Рука и разноименная нога в спиральной намотке Удержание ноги на участке от колена до щиколотки продольная шпагатная линия 180 градусов и более от стопы до колена","https://admin.wafed.org/storage/elements/19376/image.webp"
"power","AHP31","0.6","1","Кольцо","Ноги прямые Корпус повернут боком к кольцу Продольный шпагат 180 градусов и более                                             Разноименная нога на предплечье","https://admin.wafed.org/storage/elements/18999/image.webp"
"power","ASP40","0.6","1","Полотно","Рука и разноименная нога в спиральной намотке Удержание ноги за щиколотку продольный шпагат 180 градусов и более","https://admin.wafed.org/storage/elements/19377/image.webp"
"power","AHP32","0.6","1","Кольцо","Ноги прямые Опорная рука прямая Удержание рукой разноименной ноги Ноги в одной линии","https://admin.wafed.org/storage/elements/19000/image.webp"
"power","ASP41","0.6","1","Полотно","Продольная шпагатная линия Ноги согнуты Руки над ягодицами","https://admin.wafed.org/storage/elements/19378/image.webp"
"power","AHP33","0.6","1","Кольцо","Удержание разноименной ноги Проворот плеча Руки согнуты Верхняя нога прямая","https://admin.wafed.org/storage/elements/19001/image.webp"
"power","ASP42","0.6","1","Полотно","Без дополнительной намотки на руку Опорная рука прямая Ноги прямые Удержание разноимённой рукой ноги за головой Верхняя нога прижата к голове Шпагатная линия","https://admin.wafed.org/storage/elements/19379/image.webp"
"power","AHP34","0.6","1","Кольцо","Руки не на снаряде Корпус опущен вниз Вис на подъеме стопы Руки не касаются пола","https://admin.wafed.org/storage/elements/19002/image.webp"
"power","ASP43","0.6","1","Полотно","Продольный шпагат 180 градусов и более Удержание полотна под бедром Удержание одноименной ноги на участке от колена до щиколотки","https://admin.wafed.org/storage/elements/19380/image.webp"
"power","AHP35","0.6","1","Кольцо","Свободная рука не на снаряде  Согнутая рука не касается ног и не удерживает тело спортсмена  Ноги прямые","https://admin.wafed.org/storage/elements/19003/image.webp"
"power","ASP44","0.6","1","Полотно","Удержание рукой петли Упор ногами в хвост полотен Линия корпуса и ног параллельна полу Руки прямые","https://admin.wafed.org/storage/elements/19381/image.webp"
"power","AHP36","0.6","1","Кольцо","Удержание одноименных ног Одна нога согнута Продольная шпагатная линия от колена до стопы 180 градусов и более","https://admin.wafed.org/storage/elements/19004/image.webp"
"power","ASP45","0.6","1","Полотно","Руки прямые Продольный шпагат 180 градусов и более Удержание разноименой ноги удержание за щиколотку Возможно выполнять на разделенных/собранных полотнах","https://admin.wafed.org/storage/elements/19382/image.webp"
"power","AHP37","0.6","1","Кольцо","Руки не на снаряде Корпус опущен вниз Руки не касаются пола","https://admin.wafed.org/storage/elements/19005/image.webp"
"power","ASP46","0.6","1","Полотно","Линия корпуса и нога параллельна полу Вис в петле Руки прямые","https://admin.wafed.org/storage/elements/19383/image.webp"
"power","AHP38","0.6","1","Кольцо","Свободная рука не на снаряде Ноги прямые Ноги вместе                           Допускается отклонение линии ног не более чем на 45 градусов от параллели полу","https://admin.wafed.org/storage/elements/19006/image.webp"
"power","ASP47","0.6","1","Полотно","Вис на шее в петле Рука прямая Без дополнительных фиксаций","https://admin.wafed.org/storage/elements/19384/image.webp"
"power","AHP39","0.6","1","Кольцо","Ноги прямые Продольная шпагатная линия  Удержание рукой кольца в обратном хвате  Удержание разноименной ноги на локтевом сгибе противоположной руки","https://admin.wafed.org/storage/elements/19007/image.webp"
"power","ASP48","0.6","1","Полотно","Руки параллельно полу Одинарная спираль Корпус перпендикулярно полу","https://admin.wafed.org/storage/elements/19385/image.webp"
"power","AHP40","0.6","1","Кольцо","Ноги прямые                                      Ноги вместе Руки прямые","https://admin.wafed.org/storage/elements/19008/image.webp"
"power","ASP49","0.6","1","Полотно","Продольный шпагат 180 градусов и более Удержание перекрещённых полотен Линия шпагата параллельна полу Удержание хвостов полотен Руки прямые","https://admin.wafed.org/storage/elements/19386/image.webp"
"power","AHP41","0.6","1","Кольцо","Удержание  разноименной ноги Продольный шпагат 180 градусов и более Ноги прямые","https://admin.wafed.org/storage/elements/19009/image.webp"
"power","ASP50","0.6","1","Полотно","Верхняя нога прямая Зацеп стопой верхней ногиупор полотна в плечо Зажим полотна нижней ногой, через сгиб колена","https://admin.wafed.org/storage/elements/19387/image.webp"
"power","AHP42","0.6","1","Кольцо","Ноги прямые, вместе Одна  рука не на снаряде Упор в подмышечную впадину","https://admin.wafed.org/storage/elements/19010/image.webp"
"power","ASP51","0.6","1","Полотно","Руки прямые Хват без дополнительных намоток Продольный шпагат 180 градусов и более","https://admin.wafed.org/storage/elements/19388/image.webp"
"power","AHP43","0.6","1","Кольцо","Свободная рука удерживает одноименную согнутую ногу за щиколотку с проворотом плеча   Передняя нога прямая ","https://admin.wafed.org/storage/elements/19011/image.webp"
"power","ASP52","0.6","1","Полотно","Линия бёдер, корпуса, Ног – диагонально полу","https://admin.wafed.org/storage/elements/19389/image.webp"
"power","AHP44","0.6","1","Кольцо","Выход с зацепа коленом на боковой дуге Удержание ног выше головы Упор в плечо В конечном положении ноги прямые","https://admin.wafed.org/storage/elements/19012/image.webp"
"power","ASP53","0.6","1","Полотно","Линия корпуса и ног параллельна полу Ноги прямые Нога на плечевом суставе","https://admin.wafed.org/storage/elements/19390/image.webp"
"power","AHP45","0.8","1","Кольцо","Вис на подмышке Удержание разноименной ноги Ноги прямые Ноги в одной линии","https://admin.wafed.org/storage/elements/19013/image.webp"
"power","ASP54","0.6","1","Полотно","Продольная шпагатная линия Удержание разноименной ноги на участки от колена до щиколотки Руки прямые Ноги прямые","https://admin.wafed.org/storage/elements/19391/image.webp"
"power","AHP46","0.8","1","Кольцо","Нога находится на плечевом суставе Ноги прямые Корпус  и ноги  параллельно полу                                           Возможно выполнять как на верхней, так и на нижней дуге.","https://admin.wafed.org/storage/elements/19014/image.webp"
"power","ASP55","0.6","1","Полотно","Ноги и корпус параллельно полу Передняя рука согнута Рука проходит за спиной и удерживает полотно сбоку Полотно проходит между ног Ноги вместе","https://admin.wafed.org/storage/elements/19392/image.webp"
"power","AHP47","0.8","1","Кольцо","Ноги прямые Руки прямые Прогиб в спине Продольный шпагат 180 градусов и более  ","https://admin.wafed.org/storage/elements/19015/image.webp"
"power","ASP56","0.6","1","Полотно","Руки прямые Продольный шпагат 180 градусов и более Удержание одноименной ноги за щиколотку  Возможно выполнять на разделенных/собранных полотнах","https://admin.wafed.org/storage/elements/19393/image.webp"
"power","AHP48","0.8","1","Кольцо","Продольная шпагатная линия от стопы до колена 180 градусов и более Удержание разноименной ноги на локтевом сгибе  Удержание задней ноги за щиколотку ","https://admin.wafed.org/storage/elements/19016/image.webp"
"power","ASP57","0.6","1","Полотно","Полотно проходит перед грудной клеткой Руки прямые Без намоток Ноги в положении уголок Полотно не касается бёдер, паха","https://admin.wafed.org/storage/elements/19394/image.webp"
"power","AHP49","0.8","1","Кольцо","Руки в положении «замок» за спиной Ноги прямые Удержание одноименной ноги на плече Ноги в одной линии ","https://admin.wafed.org/storage/elements/19017/image.webp"
"power","ASP58","0.8","1","Полотно","Продольный шпагат 180 градусов и более Удержание рукой одноименной ноги Удержание на участке от колена до щиколотки","https://admin.wafed.org/storage/elements/19395/image.webp"
"power","AHP50","0.8","1","Кольцо","Выход с положения виса двух ног вниз Удержание ног выше головы Упор в плечо В конечном положении ноги прямые","https://admin.wafed.org/storage/elements/19018/image.webp"
"power","ASP59","0.8","1","Полотно","Верхняя нога прямая Без дополнительных фиксаций Зажим полотна нижней ногой, через сгиб колена Проворот плеч Удержание ноги на участки от колена до щиколотки Руки прямые","https://admin.wafed.org/storage/elements/19396/image.webp"
"power","AHP51","0.8","1","Кольцо","Вис на пятках Руки прямые на нижней дуге Прогиб в спине Без зацепа за крепления, стропу","https://admin.wafed.org/storage/elements/19019/image.webp"
"power","ASP60","0.8","1","Полотно","Продольный шпагат 180 градусов и более Руки над ягодицами","https://admin.wafed.org/storage/elements/19397/image.webp"
"power","AHP52","0.8","1","Кольцо","Удержание  разноименной ноги Продольный шпагат 180 градусов и более Ноги прямые","https://admin.wafed.org/storage/elements/19020/image.webp"
"power","ASP61","0.8","1","Полотно","Одноименная с ногой рука удерживает полотно Вторая рука удерживает прямую одноименную ногу Удержание за щиколотку Проворот плеч","https://admin.wafed.org/storage/elements/19398/image.webp"
"power","AHP53","0.8","1","Кольцо","Удержание одноименных ног Ноги прямые                            Удержание ноги за щиколотку","https://admin.wafed.org/storage/elements/19021/image.webp"
"power","ASP62","0.8","1","Полотно","Продольный шпагат 180 градусов и более точка опоры под стопой руки в положении замка за спиной","https://admin.wafed.org/storage/elements/19399/image.webp"
"power","AHP54","0.8","1","Кольцо","Ноги прямые                                       Отклонение ног от параллели полу не более 45 градусов Нижняя рука не на снаряде","https://admin.wafed.org/storage/elements/19022/image.webp"
"power","ASP63","0.8","1","Полотно","Продольный шпагат 180 градусов и более Без дополнительных фиксаций Удержание разноименной ноги за щиколотку","https://admin.wafed.org/storage/elements/19400/image.webp"
"power","AHP55","0.8","1","Кольцо","Ноги прямые Локоть упирается в подвздошную кость Дополнительный упор подмышечной впадиной верхней руки Корпус и ноги параллельно полу","https://admin.wafed.org/storage/elements/19023/image.webp"
"power","ASP64","0.8","1","Полотно","Линия корпуса и ног параллельна полу Ноги прямые Опора корпуса на скрещенные предплечья","https://admin.wafed.org/storage/elements/19401/image.webp"
"power","AHP56","0.8","1","Кольцо","Ноги прямые Локоть упирается в подвздошную кость Верхняя рука удерживает боковую дугу","https://admin.wafed.org/storage/elements/19024/image.webp"
"power","ASP65","0.8","1","Полотно","Руки над ногами Ноги прямые Хват без дополнительных намоток","https://admin.wafed.org/storage/elements/19402/image.webp"
"power","AHP57","0.8","1","Кольцо","Ноги прямые Продольный шпагат 180 и более Линия ног параллельно полу  Одноименная нога под плечевым суставом                                            ","https://admin.wafed.org/storage/elements/19025/image.webp"
"power","ASP66","0.8","1","Полотно","Продольный шпагат 180 градусов и более Одноименная рука за ногой Руки прямые Ноги прямые","https://admin.wafed.org/storage/elements/19403/image.webp"
"power","AHP58","0.8","1","Кольцо","Руки не на снаряде Корпус опущен вниз Вис на стопах Вис на верхней дуге                Без дополнительных зацепов","https://admin.wafed.org/storage/elements/19026/image.webp"
"power","ASP67","0.8","1","Полотно","Опорная рука прямая Без дополнительных фиксаций","https://admin.wafed.org/storage/elements/19404/image.webp"
"power","AHP59","0.8","1","Кольцо","Вис прямым хватом на боковой дуге Кольцо и руки между ног Ноги не касаются кольца Ноги параллельно полу","https://admin.wafed.org/storage/elements/19027/image.webp"
"power","ASP68","0.8","1","Полотно","Руки прямые Одинарная спиральная намотка Линия корпуса и ног параллельна полу","https://admin.wafed.org/storage/elements/19405/image.webp"
"power","AHP60","0.8","1","Кольцо","Руки не на снаряде                   Без удержания ног                Вис  на шее ","https://admin.wafed.org/storage/elements/19028/image.webp"
"power","ASP69","0.8","1","Полотно","Без дополнительных намоток и фиксаций вис на собранных полотнах Вис на одной руке Прямой хват Вторая рука не на снаряде","https://admin.wafed.org/storage/elements/19406/image.webp"
"power","AHP61","0.8","1","Кольцо","Обратный хват Ноги прямые Продольный шпагат 180 градусов и более Удержание разноименной ноги за головой","https://admin.wafed.org/storage/elements/19029/image.webp"
"power","ASP70","0.8","1","Полотно","Ноги прямые Ноги вместе Вторая рука не на снаряде Допускается отклонение ног не больше угла в 45 градусов от параллели полу","https://admin.wafed.org/storage/elements/19407/image.webp"
"power","AHP62","0.8","1","Кольцо","Обратный хват Продольный шпагат 180 градусов и более Ноги прямые Удержание одноименной ноги","https://admin.wafed.org/storage/elements/19030/image.webp"
"power","ASP71","0.8","1","Полотно","Руки прямые Без завала на одну сторону Без касания ногами полотна Заход с зацепа под коленом","https://admin.wafed.org/storage/elements/19408/image.webp"
"power","AHP63","0.8","1","Кольцо","Вис на одной пятке Ноги согнуты Ноги скрещены Руки не на снаряде","https://admin.wafed.org/storage/elements/19031/image.webp"
"power","ASP72","0.8","1","Полотно","Вис на шее в петле Опорная рука прямая Без дополнительных фиксаций Проворот плеча Удержание одноименной ноги","https://admin.wafed.org/storage/elements/19409/image.webp"
"power","AHP64","0.8","1","Кольцо","Ноги прямые Продольный шпагат 180 и более Линия ног параллельно полу                                             Удержание одноименной ноги ","https://admin.wafed.org/storage/elements/19032/image.webp"
"power","ASP73","1","1","Полотно","Линия ног параллельно полу Одна рука не на снаряде Рука удерживающая снаряд прямая Без дополнительных хватов и намоток","https://admin.wafed.org/storage/elements/19410/image.webp"
"power","AHP65","1","1","Кольцо","Руки не на снаряде Корпус опущен вниз Вис на пятках Вис на верхней дуге                Без дополнительных зацепов","https://admin.wafed.org/storage/elements/19033/image.webp"
"power","ASP74","1","1","Полотно","Линия бёдер, корпуса, Ног – параллельно полу","https://admin.wafed.org/storage/elements/19411/image.webp"
"power","AHP66","1","1","Кольцо","Удержание разноименных ног за щиколотки Проворот плеч                         Руки прямые ","https://admin.wafed.org/storage/elements/19034/image.webp"
"power","ASP75","1","1","Полотно","Без дополнительных хватов и намоток Удержание согнутых ног Удержание за щиколотку Руки прямые","https://admin.wafed.org/storage/elements/19412/image.webp"
"power","AHP67","1","1","Кольцо","Нога находится на плече Ноги прямые Линия корпуса и ног выводится в линию параллельно полу","https://admin.wafed.org/storage/elements/19035/image.webp"
"power","ASP76","1","1","Полотно","Рука и разноименная нога в спиральной намотке Удержание ноги на участке от колена до щиколотки продольный шпагат 180 градусов и более вторая рука не на снаряде","https://admin.wafed.org/storage/elements/19413/image.webp"
"power","AHP68","1","1","Кольцо","Ноги согнуты Ноги скрещены Зацеп за кольцо одной ногой Руки прямые на нижней дуге Без зацепа за крепления, стропу","https://admin.wafed.org/storage/elements/19036/image.webp"
"power","ASP77","1","1","Полотно","Ноги и корпус параллельно полу Передняя рука прямая Рука проходит за спиной и удерживает полотно сбоку Полотно проходит между ног Ноги вместе","https://admin.wafed.org/storage/elements/19414/image.webp"
"power","AHP69","1","1","Кольцо","Ноги согнуты Удержание одноименных ног Без проворота плеча","https://admin.wafed.org/storage/elements/19037/image.webp"
"power","ASP78","1","1","Полотно","Линия корпуса и ног параллельно полу Одна нога согнута Вторая нога прямая","https://admin.wafed.org/storage/elements/19415/image.webp"
"power","AHP70","1","1","Кольцо","Ноги прямые                              Одноименная нога под плечевым суставом Ноги параллельно полу  Свободная рука не на снаряде ","https://admin.wafed.org/storage/elements/19038/image.webp"
"power","ASP79","1","1","Полотно","Заход с помощью свободной руки из положения заднего флага вис на одной руке","https://admin.wafed.org/storage/elements/19416/image.webp"
"power","AHP71","1","1","Кольцо","Руки прямые Поперечный шпагат 180 градусов Линия ног параллельна полу","https://admin.wafed.org/storage/elements/19039/image.webp"
"power","ASP80","1","1","Полотно","Продольный шпагат 180 градусов и более Спиральный намотки на руках","https://admin.wafed.org/storage/elements/19417/image.webp"
"power","AHP72","1","1","Кольцо","Ноги прямые Ноги вместе Руки не на снаряде","https://admin.wafed.org/storage/elements/19040/image.webp"
"power","ASP81","1","1","Полотно","Точка опоры на локте Верхняя рука прямая Линия корпуса и ног параллельна полу Ноги разведены в стороны Удержание полотен хватами без дополнительных намоток","https://admin.wafed.org/storage/elements/19418/image.webp"
"power","AHP73","1","1","Кольцо","Удержание ноги на колене или выше колена.                         Проворот плеч.                    Стопы натянуты.                Ноги прямые. ","https://admin.wafed.org/storage/elements/19041/image.webp"
"power","ASP82","1","1","Полотно","Без дополнительных фиксаций за стопу Руки прямые Руки и плечи параллельно полу Верхняя нога прямая","https://admin.wafed.org/storage/elements/19419/image.webp"
"power","AHP74","1","1","Кольцо","Вис на одном локтевом сгибе  Удержание ноги двумя руками Продольный шпагат 180 градусов и более ","https://admin.wafed.org/storage/elements/19042/image.webp"
"power","ASP83","1","1","Полотно","Прямой хват Одноименная рука удерживает ногу в положении бильман Проворот плеч Колено согнуто","https://admin.wafed.org/storage/elements/19420/image.webp"
"power","AHP75","1","1","Кольцо","Руки прямые                Верхняя нога прямая Упор плечом","https://admin.wafed.org/storage/elements/19043/image.webp"
"power","ASP84","1.2","1","Полотно","Линия ног параллельно полу Обе руки не на снаряде Без дополнительных хватов и намоток","https://admin.wafed.org/storage/elements/19421/image.webp"
"power","AHP76","1","1","Кольцо","Вис на одной руке.            Рука удерживает разноименную ногу за головой.                      ","https://admin.wafed.org/storage/elements/19044/image.webp"
"power","ASP85","1.2","1","Полотно","Прямой хват Разноименная рука удерживает ногу в положении бильман Проворот плеч Колено согнуто","https://admin.wafed.org/storage/elements/19422/image.webp"
"power","AHP77","1","1","Кольцо","Удержание разноименную ногу Проворот плеча Удерживаемая нога прямая Удержание ноги за щиколотку ","https://admin.wafed.org/storage/elements/19045/image.webp"
"power","ASP86","1.2","1","Полотно","Ноги прямые Удержание одноименной ноги удержание за щиколотку Продольный шпагат 180 градусов и более  Возможно выполнять на разделенных/собранных полотнах","https://admin.wafed.org/storage/elements/19423/image.webp"
"power","AHP78","1","1","Кольцо","Руки над кольцом       Проворот плеч  Удерживаемая нога согнута Удержание ноги за щиколотку","https://admin.wafed.org/storage/elements/19046/image.webp"
"power","ASP87","1.2","1","Полотно","Удержание разноименной ноги Проворот плеча Выполнение элемента на собранных полотнах Петля через шею","https://admin.wafed.org/storage/elements/19424/image.webp"
"power","AHP79","1","1","Кольцо","Верхняя нога согнута Нижняя нога прямая                         Руки не на снаряде                 Вторая нога не на снаряде                              ","https://admin.wafed.org/storage/elements/19047/image.webp"
"power","ASP88","1.2","1","Полотно","Линия корпуса и ног параллельно полу Ноги и руки прямые","https://admin.wafed.org/storage/elements/19425/image.webp"
"power","AHP80","1","1","Кольцо","Ноги прямые в шпагатной линии Удержание одноименной ноги без проворота плеч ","https://admin.wafed.org/storage/elements/19048/image.webp"
"power","ASP89","1.2","1","Полотно","Ноги прямые Одноименная нога на плече Продольная шпагатная линия менее 180 градусов","https://admin.wafed.org/storage/elements/19426/image.webp"
"power","AHP81","1.2","1","Кольцо","Ноги прямые Локоть упирается в подвздошную кость Верхняя рука удерживает ногу в хвате через бок","https://admin.wafed.org/storage/elements/19049/image.webp"
"power","ASP90","1.2","1","Полотно","Линия корпуса и ног в параллель полу Ноги прямые Упор в нижнюю руку Нижняя рука касается таза Без дополнительных фиксаций","https://admin.wafed.org/storage/elements/19427/image.webp"
"power","AHP82","1.2","1","Кольцо","Ноги согнуты  Удержание кольца одной рукой Одна рука прямая, вторая отведена в сторону  Без зацепа за крепления, стропу ","https://admin.wafed.org/storage/elements/19050/image.webp"
"power","ASP91","1.2","1","Полотно","Корпус ровный в параллель полу Руки прямые Ноги прямые Бедро упирается в кисть","https://admin.wafed.org/storage/elements/19428/image.webp"
"power","AHP83","1.2","1","Кольцо","Упор в подмышечную впадину Удержание  одноименной ноги за спиной Без проворота плеч Ноги согнуты","https://admin.wafed.org/storage/elements/19051/image.webp"
"power","ASP92","1.2","1","Полотно","Линия корпуса и ног параллельна полу Ноги прямые Без дополнительных намоток ноги разведены в стороны","https://admin.wafed.org/storage/elements/19429/image.webp"
"power","AHP84","1.2","1","Кольцо","Руки прямые Удержание одноименных ног Без проворота плеч Нижняя нога прямая","https://admin.wafed.org/storage/elements/19052/image.webp"
"power","ASP93","1.2","1","Полотно","Руки прямые Без завала на одну сторону Без касания ногами полотна Заход силой с положения виса две ноги вниз","https://admin.wafed.org/storage/elements/19430/image.webp"
"power","AHP85","1.2","1","Кольцо","Ноги согнуты Удержание одноименной ноги за щиколотку Проворот плеча","https://admin.wafed.org/storage/elements/19053/image.webp"
"power","ASP94","1.2","1","Полотно","Ноги согнуты удержание одноименной ноги Без дополнительной опоры Возможно выполнять на разделенных/собранных полотнах","https://admin.wafed.org/storage/elements/19431/image.webp"
