"type","code","score","sportsmen_count","equipment","description","image"
"balance","SDB1","0.2","2","Стропы","Верхний спортсмен: Упор на ноги партнера  Прогиб Упор шеей/плечом в стропу  Удержание за снаряд одной рукой  Нижний спортсмен: Продольный шпагат 180 градусов и более","https://admin.wafed.org/storage/elements/18819/image.webp"
"balance","SDB2","0.2","2","Стропы","Верхний спортсмен: Раскрытие продольной шпагатной линии менее 180 градусов  Нижний спортсмен: Продольный шпагат 180 градусов и более ","https://admin.wafed.org/storage/elements/18820/image.webp"
"balance","SDB3","0.4","2","Стропы","Верхний спортсмен: Упор на ноги партнера  Упор шеей/плечом в стропу  Руки не на снаряде   Нижний спортсмен: Продольный шпагат 180 градусов и более","https://admin.wafed.org/storage/elements/18821/image.webp"
"balance","ASDB1","0.2","2","Полотно","Верхний спортсмен: Вис на бёдрах Удержание нога партнера  Нижний спортсмен: Вис на подколенках партнера Заход в элемент с воздуха","https://admin.wafed.org/storage/elements/18735/image.webp"
"balance","SDB4","0.4","2","Стропы","Оба спортсмена: Руки на снаряде Продольный шпагат 180 градусов и более ","https://admin.wafed.org/storage/elements/18822/image.webp"
"balance","ASDB2","0.2","2","Полотно","Верхний спортсмен: Вис на бёдрах Удержание партнера за шею  Нижний спортсмен: Руки не на снаряде Корпус согнут Заход в элемент с воздуха","https://admin.wafed.org/storage/elements/18736/image.webp"
"balance","SDB5","0.6","2","Стропы","Верхний спортсмен: Продольный шпагат 180 градусов и более  Нижний спортсмен: Продольный шпагат 180 градусов и более","https://admin.wafed.org/storage/elements/18823/image.webp"
"balance","ASDB3","0.2","2","Полотно","Верхний спортсмен: Руки прямые Зацеп коленом за полотна Корпус между полотен Упор в бедра партнера  Нижний спортсмен: Любая фиксирующая намотка","https://admin.wafed.org/storage/elements/18737/image.webp"
"balance","SDB6","0.6","2","Стропы","Оба спортсмена: Ноги прямые Ноги разведены Раскрытие ног в положение складки","https://admin.wafed.org/storage/elements/18824/image.webp"
"balance","ASDB4","0.4","2","Полотно","Верхний спортсмен: Вис на бёдрах Любая фиксирующая намотка Без удержания партнера руками Руки не на снаряда  Нижний спортсмен: Вис на подколенках партнера Заход в элемент с воздуха","https://admin.wafed.org/storage/elements/18738/image.webp"
"balance","SDB7","0.6","2","Стропы","Верхний спортсмен: Вис на голеностопах Удержание партнёра за щиколотку  Нижний партнёр: Продольный шпагат 180 градусов и более Удержание за снаряд","https://admin.wafed.org/storage/elements/18825/image.webp"
"balance","ASDB5","0.4","2","Полотно","Верхний спортсмен: Вис на бёдрах Удержание партнера за шею  Нижний спортсмен: Руки не на снаряде Линия ног и корпуса прямая Заход в элемент с воздуха","https://admin.wafed.org/storage/elements/18739/image.webp"
"balance","SDB8","0.8","2","Стропы","Оба спортсмена: Продольный шпагат 180 градусов и более Руки не на снаряде Без удержания руками партнера","https://admin.wafed.org/storage/elements/18826/image.webp"
"balance","ASDB6","0.4","2","Полотно","Верхний спортсмен: Нога в фиксирующей намотке Удержание партнера руками  Нижний спортсмен: Продольный шпагат менее  180 градусов Заход в элемента с воздуха","https://admin.wafed.org/storage/elements/18740/image.webp"
"balance","SDB9","0.8","2","Стропы","Верхний спортсмен: Ноги прямые   Нижний спортсмен: Опора под икроножной  Продольный шпагат 180 градусов и более  Руки не на снаряде                 Без дополнительной опоры на партнёра   ","https://admin.wafed.org/storage/elements/18827/image.webp"
"balance","ASDB7","0.6","2","Полотно","Верхний спортсмен: Руки на снаряде Упор ногами в партнера Упор в верхний отдел спины  Нижний спортсмен: Раскрытие широкой складки","https://admin.wafed.org/storage/elements/18741/image.webp"
"balance","SDB10","1","2","Стропы","Верхний спортсмен: Опора кистями в плечи партнера  Разведение ног в складку  Одна нога спереди стропы, другая сзади стропы  Нижний спортсмен: Ноги прямые                             Руки в стороны ","https://admin.wafed.org/storage/elements/18828/image.webp"
"balance","ASDB8","0.6","2","Полотно","Верхний спортсмен: Широкое раскрытие ног Руки на снаряде  Нижний спортсмен: Продольный шпагат 180 градусов и более Руки не на снаряде                Руки не касаюся партнера","https://admin.wafed.org/storage/elements/18742/image.webp"
"balance","SDB11","1","2","Стропы","Оба спортсмена: Ноги прямые Ноги разведены Раскрытие поперечного шпагата 180 градусов и более Таз, колени, стопы в одной плоскости","https://admin.wafed.org/storage/elements/18829/image.webp"
"balance","ASDB9","0.6","2","Полотно","Оба спортсмена: Продольный шпагат 180  градусов и более Удержание разноименной ноги за щиколотку На разных полотнах","https://admin.wafed.org/storage/elements/18743/image.webp"
"balance","SDB12","1.2","2","Стропы","Верхний спортсмен: Вис на голеностопах Удержание партнёра за щиколотку  Нижний партнёр: Продольный шпагат 180 градусов и более Без удержания за парнера или снаряд","https://admin.wafed.org/storage/elements/18830/image.webp"
"balance","ASDB10","0.8","2","Полотно","Верхний спортсмен: Нога в фиксирующей намотке Удержание партнера руками  Нижний спортсмен: Продольный шпагат 180 градусов и более  ","https://admin.wafed.org/storage/elements/18744/image.webp"
"balance","SDB13","1.2","2","Стропы","Верхний партнёр: Заход через кач с положения виса Ноги прямые  Нижний спортсмен:                 Удержание противоположенной ноги Удержание за щиколотку Продольная шпагатная линия менее 180 градусов","https://admin.wafed.org/storage/elements/18831/image.webp"
"balance","ASDB11","0.8","2","Полотно","Верхний спортсмен: Широкое раскрытие ног Упор в нижнего спортсмена Руки прямые  Нижний спортсмен: Широкое раскрытие ног Спиральная намотка на руках Руки прямые  ","https://admin.wafed.org/storage/elements/18745/image.webp"
"balance","SDB14","1.2","2","Стропы","Верхний партнёр: Ноги прямые                            Удержание за снаряд руками   Нижний спортсмен: Раскрытие ног в складку  Ноги прямые  Руки не на снаряде ","https://admin.wafed.org/storage/elements/18832/image.webp"
"balance","ASDB12","1","2","Полотно","Верхний спортсмен: Упор стопами в плечи или верхнюю часть грудного отдела партнера Руки на снаряде  Нижний спортсмен: Продольный шпагат 180 градусов и более Удержание полотен пальцами ног","https://admin.wafed.org/storage/elements/18746/image.webp"
"balance","SDB15","1.2","2","Стропы","Верхний партнёр: Продольный шпагат 180 градусов и более Удержание за снаряд одной рукой  Нижний спортсмен: Продольный шпагат 180 градусов и более","https://admin.wafed.org/storage/elements/18833/image.webp"
"balance","ASDB13","1","2","Полотно","Верхний спортсмен: Крестовая намоткая на пояснице Удержание партнера одной рукой  Нижний спортсмен: Ноги вместе Рука между ног Прогиб корпуса Вторая рука не на снаряде   Ноги диагонально полу","https://admin.wafed.org/storage/elements/18747/image.webp"
"balance","SDB16","1.4","2","Стропы","Верхний партнёр: Упор в стопы партнёра Ноги разведены Ноги прямые  Нижний спортсмен: Прогиб корпуса Линия ног диагонально","https://admin.wafed.org/storage/elements/18834/image.webp"
"balance","ASDB14","1","2","Полотно","Верхний спортсмен: Стойка на руках Ноги в разные стороны Одна нога сзади полотна, одна спереди  Нижний спортсмен: Крест из полотен на пояснице Руки не на снаряде       Любые фиксирующие намотки на ногах","https://admin.wafed.org/storage/elements/18748/image.webp"
"balance","SDB17","1.4","2","Стропы","Верхний партнёр: Заход силой  с положения виса ног вниз Ноги прямые                            Без дополнительных зацепов  Нижний спортсмен: Удержание противоположенной ноги за щиколотку Продольный шпагат 180 градусов и более","https://admin.wafed.org/storage/elements/18835/image.webp"
"balance","ASDB15","1.2","2","Полотно","Верхний спортсмен: Крестовая намоткая на пояснице Удержание партнера одной рукой  Нижний спортсмен: Ноги вместе Рука между ног Прогиб корпуса Ноги параллельно полу Вторая рука не на снаряде","https://admin.wafed.org/storage/elements/18749/image.webp"
"balance","ASDB16","1.2","2","Полотно","Верхний спортсмен: Упор стопами в плечи или верхнюю часть грудного отдела партнера Руки не на снаряде  Нижний спортсмен: Продольный шпагат 180 градусов и более Удержание полотен пальцами ног","https://admin.wafed.org/storage/elements/18750/image.webp"
"balance","ASDB17","1.2","2","Полотно","Верхний спортсмен: Поперечный шпагат 180 градусов и более Руки на снаряде Без фиксирующих намоток на ногах и руках  Нижний спортсмен: Раскрытие складки Руки не на снаряде","https://admin.wafed.org/storage/elements/18751/image.webp"
"balance","ASDB18","1.2","2","Полотно","Верхний спортсмен: Широкое раскрытие ног Руки не на снаряде Руки не касаются снаряда  Нижний спортсмен: Продольный шпагат 180 градусов и более Руки не касаются снаряда","https://admin.wafed.org/storage/elements/18752/image.webp"
"balance","ASDB19","1.2","2","Полотно","Верхний спортсмен: Прогиб спины Ноги прямые Руки прямые Упор в бедро партнеру  Нижний спортсмен: Прогиб спины Ноги прямые Руки прямые","https://admin.wafed.org/storage/elements/18753/image.webp"
"balance","ASDB20","1.4","2","Полотно","Верхний спортсмен: Руки прямые Ноги согнуты Корпус между полотен Упор в бедра партнера  Нижний спортсмен: Крестовая намоткая на пояснице","https://admin.wafed.org/storage/elements/18754/image.webp"
"balance","ASDB21","1.4","2","Полотно","Верхний спортсмен: Фиксирующая намотка на голенях Удержание партнера за щиколотку  Нижний спортсмен: Раскрытие продольного шпагата 180 градусов и более Руки не на снаряде","https://admin.wafed.org/storage/elements/18755/image.webp"
"balance","ASDB22","1.4","2","Полотно","Верхний спортсмен: Руки прямые Продольный шпагат 180 градусов и более Корпус между полотен Упор в бедра партнера                                     Нижний спортсмен:              Крестовая намотка на пояснице","https://admin.wafed.org/storage/elements/18756/image.webp"
"balance","ASDB23","1.4","2","Полотно","Верхний спортсмен: Продольный шпагатная линия (допускается 180 градусов и более) Ноги прямые Руки прямые Упор в нижнюю руку              Вис на верхней руке  Нижний спортсмен: Продольный шпагатная линия (допускается 180 градусов и более) Ноги прямые Руки прямые                         Упор в нижнюю руку            Вис на верхней руке","https://admin.wafed.org/storage/elements/18757/image.webp"
"balance","ASDB24","1.4","2","Полотно","Верхний спортсмен: Фиксирующая намотка на голенях Удержание партнера за щиколотку  Нижний спортсмен: Раскрытие продольного шпагата 180 градусов и более Удержание ноги за щиколотку Проворот плеч  Начальное положение «руки в стороны»","https://admin.wafed.org/storage/elements/18758/image.webp"
"balance","AHDB1","0.2","2","Кольцо","Верхний спортсмен: Опора на партнера  Нижний спортсмен: Вис на нижней дуге Упор одной стопой в партнера Нога согнута","https://admin.wafed.org/storage/elements/18650/image.webp"
"balance","AHDB2","0.2","2","Кольцо","Верхний спортсмен: Вис на пояснице Опора ногой в кольцо Удержание партнера за шею Руки прямые  Нижний спортсмен: Линия корпуса и ног прямая Удержание бедрами стопы партнера Руки не на снаряде","https://admin.wafed.org/storage/elements/18651/image.webp"
"balance","AHDB3","0.2","2","Кольцо","Верхний спортсмен: Руки прямые  Нижний спортсмен: Вис на бедре Удержание ноги разноименной рукой за головой Упор в поясницу партнера","https://admin.wafed.org/storage/elements/18652/image.webp"
"balance","AHDB4","0.2","2","Кольцо","Верхний спортсмен:  Опора на партнера  Нижний спортсмен: Вис на нижней дуге Упор одной стопой в партнера Руки прямые Продольный шпагат 180 градусов и более","https://admin.wafed.org/storage/elements/18653/image.webp"
"balance","AHDB5","0.4","2","Кольцо","Верхний спортсмен: Проворот плеч Удержание ноги за щиколотку двумя руками Рабочая нога согнутая  Нижний спортсмен: Вис на нижней дуге Прогиб корпуса Руки прямые ","https://admin.wafed.org/storage/elements/18654/image.webp"
"balance","AHDB6","0.4","2","Кольцо","Верхний спортсмен: Упор в кольцо Фиксация ноги партнера между под рукой  Нижний спортсмен: Опора на боковые дуги Руки прямые Продольная шпагатная линия менее 180 градусов","https://admin.wafed.org/storage/elements/18655/image.webp"
"balance","AHDB7","0.4","2","Кольцо","Верхний спортсмен: Руки прямые Продольная шпагатная линия менее 180 градусов  Нижний спортсмен: Удержание за щиколотку партнера Фиксация ноги на кольце Руки прямые","https://admin.wafed.org/storage/elements/18656/image.webp"
"balance","AHDB8","0.6","2","Кольцо","Верхний спортсмен: Опора на кольцо Проворот плеч Бильман Удержание ноги за щиколотку двумя руками Рабочая нога прямая  Нижний спортсмен: Руки прямые Прогиб корпуса ","https://admin.wafed.org/storage/elements/18657/image.webp"
"balance","AHDB9","0.6","2","Кольцо","Верхний спортсмен: Руки прямые Ноги не на снаряде Вис на подмышечных впадинах  Нижний спортсмен: Продольная шпагатная линия менее 180 градусов Упор стопой в кольцо","https://admin.wafed.org/storage/elements/18658/image.webp"
"balance","AHDB10","0.6","2","Кольцо","Верхний спортсмен: Вис на пояснице Упор прямой ногой в кольцо  Нижний спортсмен: Продольный шпагат 180 градусов и более Без удержания руками снаряда  ","https://admin.wafed.org/storage/elements/18659/image.webp"
"balance","AHDB11","0.8","2","Кольцо","Верхний спортсмен: Упор в кольцо Фиксация ноги партнера под рукой  Нижний спортсмен: Опора на боковые дуги Руки прямые Продольный шпагат 180 градусов и более","https://admin.wafed.org/storage/elements/18660/image.webp"
"balance","AHDB12","0.8","2","Кольцо","Верхний спортсмен: Руки прямые Ноги не на снаряде Вис на подмышечных впадинах  Нижний спортсмен: Продольный шпагат 180 градусов и более Упор стопой в кольцо","https://admin.wafed.org/storage/elements/18661/image.webp"
"balance","AHDB13","0.8","2","Кольцо","Верхний спортсмен: Передняя нога под кольцом Руки прямые Продольная шпагатная линия менее 180 градусов  Нижний спортсмен: Упор в плечи партнера Удержание кольца за боковые дуги","https://admin.wafed.org/storage/elements/18662/image.webp"
"balance","AHDB14","1","2","Кольцо","Верхний спортсмен: Вис на пояснице Удержание партнера за колено и шею  Нижний спортсмен: Передняя нога согнута Удержание ноги в положении Бильман Проворот плеч","https://admin.wafed.org/storage/elements/18663/image.webp"
"balance","AHDB15","1","2","Кольцо","Верхний спортсмен: Упор в локть                             Без удержания снаряда свободной рукой  Нижний спортсмен: Руки прямые Удержание ноги за щиколотку Проворот плеч","https://admin.wafed.org/storage/elements/18664/image.webp"
"balance","AHDB16","1","2","Кольцо","Верхний спортсмен: Руки прямые Упор в ногу партнера Вис на верхней дуге кольца  Нижний спортсмен: Опорная нога прямая Проворот плеч  Удержание согнутой ноги","https://admin.wafed.org/storage/elements/18665/image.webp"
"balance","AHDB17","1.2","2","Кольцо","Верхний спортсмен: Удержание ноги партнера за щиколотку двумя прямыми руками   Нижний спортсмен: Подольный шпагат 180 градусов и более Руки не на снаряде","https://admin.wafed.org/storage/elements/18666/image.webp"
"balance","AHDB18","1.2","2","Кольцо","Верхний спортсмен: Руки прямые Продольный шпагат 180 градусов и более  Нижний спортсмен: Удержание за щиколотку партнера Фиксация ноги на кольце Руки прямые        ","https://admin.wafed.org/storage/elements/18667/image.webp"
"balance","AHDB19","1.2","2","Кольцо","Верхний спортсмен: Руки прямые Вис бедрах  Нижний спортсмен: Продольный шпагат 180 градусов и более Проворот плеч  Ноги прямые                         Удержание за щиколотку","https://admin.wafed.org/storage/elements/18668/image.webp"
"balance","AHDB20","1.2","2","Кольцо","Верхний спортсмен: Сид на верхней дуге  Ноги прямые  Нижний спортсмен: Продольный шпагат 180 градусов и более Упор стопой в кольцо ","https://admin.wafed.org/storage/elements/18669/image.webp"
"balance","AHDB21","1.4","2","Кольцо","Вис на пояснице Удержание партнера за колено и шею  Нижний спортсмен: Ноги прямые Проворот плеч","https://admin.wafed.org/storage/elements/18670/image.webp"
"balance","AHDB22","1.4","2","Кольцо","Верхний спортсмен: Удержание ноги партнера за щиколотку одной прямой рукой   Нижний спортсмен: Продольного шпагат 180 градусов и более Руки не на снаряде   ","https://admin.wafed.org/storage/elements/18671/image.webp"
"balance","AHDB23","1.4","2","Кольцо","Верхний спортсмен: Руки прямые Упор в ногу партнера Вис на коленях  Нижний спортсмен: Продольный шпагат 180 градусов и более Проворот плеч Бильман Ноги прямые","https://admin.wafed.org/storage/elements/18672/image.webp"
"balance","SB1","0.2","1","Стропы","Раскрытие ног в шпагатную линию Корпус перпендикулярно полу Передняя нога согнута, задняя нога прямая","https://admin.wafed.org/storage/elements/19671/image.webp"
"balance","SB2","0.2","1","Стропы","Руки не на снаряде корпус прямой","https://admin.wafed.org/storage/elements/19672/image.webp"
"balance","SB3","0.2","1","Стропы","Руки не на снаряде Линия корпуса и ног диагонально полу Ноги вместе, прямые Опора на подвздошные кости","https://admin.wafed.org/storage/elements/19673/image.webp"
"balance","SB4","0.2","1","Стропы","Линия корпуса и ног параллельна полу Руки не на снаряде","https://admin.wafed.org/storage/elements/19674/image.webp"
"balance","SB5","0.2","1","Стропы","Продольный шпагат 180 градусов и более Корпус перпендикулярно полу Ноги прямые","https://admin.wafed.org/storage/elements/19675/image.webp"
"balance","SB6","0.4","1","Стропы","Руки прямые Ноги параллельно полу Ноги прямые Без дополнительных фиксаций","https://admin.wafed.org/storage/elements/19676/image.webp"
"balance","SB7","0.4","1","Стропы","Руки прямые Раскрытие продольной шпагатной линии менее 180 градусов Без дополнительной фиксации","https://admin.wafed.org/storage/elements/19677/image.webp"
"balance","SB8","0.4","1","Стропы","Руки не на снаряде и не удерживают ногу Без дополнительных фиксаций Продольная шпагатная линия Ноги прямые","https://admin.wafed.org/storage/elements/19678/image.webp"
"balance","SB9","0.4","1","Стропы","Руки не снаряде линия корпуса и ног прямая одна нога согнута","https://admin.wafed.org/storage/elements/19679/image.webp"
"balance","SB10","0.4","1","Стропы","Складка Руки не на снаряде Точка опоры колено и икроножная мышца","https://admin.wafed.org/storage/elements/19680/image.webp"
"balance","SB11","0.4","1","Стропы","Раскрытие продольной шпагатной линии 180 градусов и более Корпус перпендикулярно полу Колено согнуто, стопа касается лба","https://admin.wafed.org/storage/elements/19681/image.webp"
"balance","SB12","0.6","1","Стропы","Руки не на снаряде Линия корпуса и ног параллельно полу Ноги вместе, прямые Опора на подвздошные кости","https://admin.wafed.org/storage/elements/19682/image.webp"
"balance","SB13","0.6","1","Стропы","Удержание разноимённой рукой ногу за щиколотку Ноги прямые Удержание ноги через бок(с боку)","https://admin.wafed.org/storage/elements/19683/image.webp"
"balance","SB14","0.6","1","Стропы","Задняя нога в спиральной обмотки стропой Одна рука удерживает снаряд, вторая рука не на снаряде Продольный шпагат 180 градусов и более","https://admin.wafed.org/storage/elements/19684/image.webp"
"balance","SB15","0.6","1","Стропы","Свободная рука не на снаряде Ноги вместе Ноги не скрещены","https://admin.wafed.org/storage/elements/19685/image.webp"
"balance","SB16","0.6","1","Стропы","Линия корпуса и ног диагонально полу Раскрытие продольной шпагатной линии","https://admin.wafed.org/storage/elements/19686/image.webp"
"balance","SB17","0.8","1","Стропы","Руки не на снаряде и не удерживают ногу Без дополнительных фиксаций Продольный шпагат 180 градусов и более вис на одном бедре","https://admin.wafed.org/storage/elements/19687/image.webp"
"balance","SB18","0.8","1","Стропы","Упор в одну руку прогиб корпуса","https://admin.wafed.org/storage/elements/19688/image.webp"
"balance","SB19","0.8","1","Стропы","Продольный шпагат 180 градусов и более Петля из стропы фиксирует ногу над головой Прогиб корпуса Проворот плеч","https://admin.wafed.org/storage/elements/19689/image.webp"
"balance","SB20","0.8","1","Стропы","Руки прямые Продольный шпагат 180 градусов и более Без дополнительной фиксации удержание разноименной ноги","https://admin.wafed.org/storage/elements/19690/image.webp"
"balance","SB21","0.8","1","Стропы","Поперечного шпагата 180 градусов без отведения таза назад Руки не на снаряде Точка опоры колено и икроножная мышца","https://admin.wafed.org/storage/elements/19691/image.webp"
"balance","SB22","0.8","1","Стропы","Свободная рука не на снаряде Ноги вместе Ноги не скрещены Линия ног параллельно полу","https://admin.wafed.org/storage/elements/19692/image.webp"
"balance","SB23","0.8","1","Стропы","Упор в одну руку ноги не на снаряде ноги согнуты","https://admin.wafed.org/storage/elements/19693/image.webp"
"balance","SB24","1","1","Стропы","Удержание строп в подмышечных впадинах ноги согнуты прогиб корпуса","https://admin.wafed.org/storage/elements/19694/image.webp"
"balance","SB25","1","1","Стропы","Удержание ноги двумя руками за щиколотку Проворот плеч Продольный шпагат 180 градусов и более вис на одном бедре","https://admin.wafed.org/storage/elements/19695/image.webp"
"balance","SB26","1","1","Стропы","Руки перпендикулярно полу Раскрытие ног менее 180 градусов Таз между строп","https://admin.wafed.org/storage/elements/19696/image.webp"
"balance","SB27","1","1","Стропы","Продольная шпагатная линия Нижняя рука перпендикулярно полу прямая Без дополнительной фиксации и опоры за снаряд Руки прямые","https://admin.wafed.org/storage/elements/19697/image.webp"
"balance","SB28","1","1","Стропы","Руки перпендикулярно полу Раскрытие ног менее 180 градусов Ноги между строп Ноги в разные стороны Без дополнительной фиксации и завала на снаряд","https://admin.wafed.org/storage/elements/19698/image.webp"
"balance","SB29","1","1","Стропы","Удержание ног одноименными руками Проворот плеч Продольный шпагат 180 градусов и более Вис на одном бедре","https://admin.wafed.org/storage/elements/19699/image.webp"
"balance","SB30","1","1","Стропы","Продольный шпагат 180 градусов и более удержание строп в подмышечных впадинах","https://admin.wafed.org/storage/elements/19700/image.webp"
"balance","SB31","1","1","Стропы","Руки перпендикулярно полу Раскрытие ног в поперечный шпагат 180 градусов Таз между строп","https://admin.wafed.org/storage/elements/19701/image.webp"
"balance","SB32","1","1","Стропы","Руки прямые Упор плечами в стропы Линия ног параллельно полу Ноги между строп Прогиб корпуса","https://admin.wafed.org/storage/elements/19702/image.webp"
"balance","SB33","1.2","1","Стропы","Руки не на снаряде Точка опоры на щиколотке Продольный шпагат 180 градусов и более","https://admin.wafed.org/storage/elements/19703/image.webp"
"balance","SB34","1.2","1","Стропы","Упор в плечи Стропы перекрещены на пояснице Удержание ног на участке от колена до щиколотки Продольный шпагат 180 градусов и более Удержание ноги через бок","https://admin.wafed.org/storage/elements/19704/image.webp"
"balance","SB35","1.2","1","Стропы","Одинарная спиральная намотка на задней ноге Фиксация стропы на локтевом сгибе одноименной руки Руки не на снаряде Продольный шпагат 180 градусов и более","https://admin.wafed.org/storage/elements/19705/image.webp"
"balance","SB36","1.2","1","Стропы","Руки прямые ноги вместе опорная рука и корпус перпендикулярно полу","https://admin.wafed.org/storage/elements/19706/image.webp"
"balance","SB37","1.2","1","Стропы","Руки не на снаряде Точка опоры на щиколотке Складка Таз отведен назад или вниз","https://admin.wafed.org/storage/elements/19707/image.webp"
"balance","SB38","1.2","1","Стропы","Руки перпендикулярно полу Раскрытие ног в продольную линию Ноги между строп Без дополнительной фиксации и завала на снаряд","https://admin.wafed.org/storage/elements/19708/image.webp"
"balance","SB39","1.2","1","Стропы","Упор в плечи Стропы перекрещены на пояснице, упор в плечи Удержание ног на участке от колена до щиколотки Продольный шпагат 180 градусов и более Проворот плеча","https://admin.wafed.org/storage/elements/19709/image.webp"
"balance","SB40","1.2","1","Стропы","Раскрытие продольного шпагата (180 градусов и более) Нижняя рука прямая Упор стопой в стропу Вторая рука не на снаряде","https://admin.wafed.org/storage/elements/19710/image.webp"
"balance","SB41","1.4","1","Стропы","Руки не на снаряде Точка опоры на щиколотке Поперечный шпагат 180 градусов и более Прямая линия без отведения таза назад или вниз","https://admin.wafed.org/storage/elements/19711/image.webp"
"balance","SB42","1.4","1","Стропы","Точка опоры на двух локтях Линия ног и корпуса параллельна полу Бёдра между стропами Без завала на одну сторону","https://admin.wafed.org/storage/elements/19712/image.webp"
"balance","SB43","1.4","1","Стропы","Руки перпендикулярно полу Ноги между строп Ноги вместе Без дополнительной фиксации и завала на снаряд","https://admin.wafed.org/storage/elements/19713/image.webp"
"balance","SB44","1.4","1","Стропы","Фиксация баланса в шпагате с руками не на снаряде Проворот плеч Удержание задней ноги за щиколотку Заход без захвата за стропу Точка опоры на щиколотке Продольный шпагат 180 градусов и более","https://admin.wafed.org/storage/elements/19714/image.webp"
"balance","SB45","1.4","1","Стропы","Точка опоры на локте Линия ног и корпуса параллельна полу Бёдра между стропами Без завала на одну сторону Одна рука не на снаряде","https://admin.wafed.org/storage/elements/19715/image.webp"
"balance","ASB1","0.2","1","Полотно","Раскрытие ног в складку Опорная рука прямая  Возможно выполнять на разделенных/собранных полотнах","https://admin.wafed.org/storage/elements/19447/image.webp"
"balance","ASB2","0.2","1","Полотно","Нога в спиральной намотке Раскрытие ног в складку Возможно выполнять на разделенных/собранных полотнах","https://admin.wafed.org/storage/elements/19448/image.webp"
"balance","ASB3","0.2","1","Полотно","Руки не на снаряде Продольный шпагатная Линия от колена до стопы 180 градусов и более","https://admin.wafed.org/storage/elements/19449/image.webp"
"balance","ASB4","0.2","1","Полотно","Намотка на бёдрах Руки не на снаряде Полотно вдоль спины","https://admin.wafed.org/storage/elements/19450/image.webp"
"balance","ASB5","0.2","1","Полотно","Руки не на снаряде Полотно проходит вдоль спины Линия ноги параллельно полу","https://admin.wafed.org/storage/elements/19451/image.webp"
"balance","ASB6","0.2","1","Полотно","Без проворота плеч, удержание через бок Руки прямые Вис на бёдрах","https://admin.wafed.org/storage/elements/19452/image.webp"
"balance","ASB7","0.2","1","Полотно","Ноги прямые Руки прямые Руки вниз перпендикулярно полу","https://admin.wafed.org/storage/elements/19453/image.webp"
"balance","ASB8","0.2","1","Полотно","Руки вниз перпендикулярно полу Руки прямые Свободная нога прямая","https://admin.wafed.org/storage/elements/19454/image.webp"
"balance","ASB9","0.2","1","Полотно","Задняя нога в петле Одна рука удерживает петлю, вторая рука не на снаряде Продольный шпагат 180 градусов и более","https://admin.wafed.org/storage/elements/19455/image.webp"
"balance","ASB10","0.2","1","Полотно","Корпус прямой Линия корпуса и ноги параллельна полу Согнутая нога снизу","https://admin.wafed.org/storage/elements/19456/image.webp"
"balance","ASB11","0.2","1","Полотно","Руки на снаряде Задняя нога на руке Продольный шпагат 180 градусов и более","https://admin.wafed.org/storage/elements/19457/image.webp"
"balance","ASB12","0.2","1","Полотно","Упор одноименной ногой в полотно Продольная шпагатная линия менее 180 градусов Прогиб в спине","https://admin.wafed.org/storage/elements/19458/image.webp"
"balance","ASB13","0.2","1","Полотно","Спина перпендикулярно полу Продольная шпагатная линия менее 180 градусов Вторая рука не на снаряде спиральная намотка на передней ноге","https://admin.wafed.org/storage/elements/19459/image.webp"
"balance","ASB14","0.2","1","Полотно","Упор плечом в полотно Руки не на снаряде Руки и ноги прямые Корпус и ноги в прямой линии","https://admin.wafed.org/storage/elements/19460/image.webp"
"balance","ASB15","0.2","1","Полотно","Упор корпусом в полотно Руки не на снаряде Без упора головой в полотно","https://admin.wafed.org/storage/elements/19461/image.webp"
"balance","ASB16","0.4","1","Полотно","Руки на снаряде Ноги прямые поперечный шпагат 180 градусов и более","https://admin.wafed.org/storage/elements/19462/image.webp"
"balance","ASB17","0.4","1","Полотно","Удержание через положение бильман с проворотом плеч Руки прямые Вис на бёдрах","https://admin.wafed.org/storage/elements/19463/image.webp"
"balance","ASB18","0.4","1","Полотно","Руки прямые Раскрытие продольного шпагата (180 градусов и выше) Линия ног параллельна полу","https://admin.wafed.org/storage/elements/19464/image.webp"
"balance","ASB19","0.4","1","Полотно","Продольный шпагат 180 градусов и более Нижняя рука перпендикулярно полу  Возможно выполнять на разделенных/собранных полотнах","https://admin.wafed.org/storage/elements/19465/image.webp"
"balance","ASB20","0.4","1","Полотно","Продольный шпагат 180 градусов и более Вторая рука не на снаряде","https://admin.wafed.org/storage/elements/19466/image.webp"
"balance","ASB21","0.4","1","Полотно","Спина перпендикулярно полу Продольный шпагат 180 градусов и более Вторая рука не на снаряде","https://admin.wafed.org/storage/elements/19467/image.webp"
"balance","ASB22","0.4","1","Полотно","Спиральная намотка на руке Свободная рука не на снаряде Допускается отклонение ног не больше угла в 45 градусов от параллели полу  Возможно выполнять на разделенных/собранных полотнах","https://admin.wafed.org/storage/elements/19468/image.webp"
"balance","ASB23","0.4","1","Полотно","Скручивание корпуса Полотно проходит между ног Руки прямые Нижняя рука перпендикулярно полу","https://admin.wafed.org/storage/elements/19469/image.webp"
"balance","ASB24","0.4","1","Полотно","Точка опоры под поясницей Перекрещенные полотна за спиной Руки прямые Ноги не на снаряде Без дополнительных точек упоры","https://admin.wafed.org/storage/elements/19470/image.webp"
